,Systolic,Diastolic,Label
1151,110.0,73.0,1
1152,108.0,74.0,1
1153,120.0,72.0,2
1154,123.0,75.0,2
1155,117.0,81.0,3
1156,122.0,75.0,2
1157,124.0,76.0,2
1158,117.0,79.0,1
1159,105.0,78.0,1
1160,111.0,73.0,1
1161,113.0,74.0,1
1162,127.0,79.0,2
1163,130.0,70.0,3
1164,114.0,75.0,1
1165,127.0,75.0,2
1166,138.0,74.0,3
1167,110.0,78.0,1
1168,137.0,71.0,3
1169,128.0,71.0,2
1170,115.0,83.0,3
1171,118.0,75.0,1
1172,140.0,71.0,4
1173,111.0,80.0,3
1174,115.0,84.0,3
1175,135.0,77.0,3
1176,130.0,74.0,3
1177,127.0,73.0,2
1178,103.0,77.0,1
1179,116.0,74.0,1
1180,123.0,84.0,3
1181,123.0,72.0,2
1182,127.0,71.0,2
1183,121.0,76.0,2
1184,129.0,73.0,2
1185,101.0,75.0,1
1186,100.0,76.0,1
1187,133.0,78.0,3
1188,128.0,86.0,3
1189,138.0,78.0,3
1190,123.0,79.0,2
1191,107.0,80.0,3
1192,109.0,69.0,1
1193,116.0,74.0,1
1194,103.0,73.0,1
1195,126.0,71.0,2
1196,105.0,75.0,1
1197,120.0,71.0,2
1198,139.0,72.0,3
1199,107.0,72.0,1
1200,109.0,74.0,1
1201,125.0,81.0,3
1202,144.0,73.0,4
1203,119.0,73.0,1
1204,118.0,70.0,1
1205,121.0,74.0,2
1206,127.0,74.0,2
1207,127.0,73.0,2
1208,100.0,77.0,1
1209,113.0,74.0,1
1210,138.0,71.0,3
1211,107.0,72.0,1
1212,119.0,71.0,1
1213,124.0,75.0,2
1214,115.0,70.0,1
1215,121.0,73.0,2
1216,122.0,75.0,2
1217,115.0,72.0,1
1218,115.0,72.0,1
1219,125.0,79.0,2
1220,134.0,69.0,3
1221,125.0,84.0,3
1222,127.0,69.0,2
1223,121.0,80.0,3
1224,105.0,73.0,1
1225,118.0,72.0,1
1226,132.0,74.0,3
1227,124.0,75.0,2
1228,103.0,71.0,1
1229,103.0,81.0,3
1230,117.0,80.0,3
1231,139.0,73.0,3
1232,116.0,75.0,1
1233,134.0,80.0,3
1234,135.0,80.0,3
1235,124.0,77.0,2
1236,114.0,75.0,1
1237,127.0,77.0,2
1238,109.0,71.0,1
1239,110.0,74.0,1
1240,115.0,72.0,1
1241,118.0,72.0,1
1242,124.0,73.0,2
1243,114.0,73.0,1
1244,123.0,84.0,3
1245,117.0,75.0,1
1246,111.0,72.0,1
1247,125.0,76.0,2
1248,107.0,81.0,3
1249,114.0,75.0,1
1250,137.0,78.0,3
1251,127.0,70.0,2
1252,117.0,79.0,1
1253,129.0,75.0,2
1254,130.0,82.0,3
1255,129.0,74.0,2
1256,119.0,73.0,1
1257,110.0,74.0,1
1258,113.0,73.0,1
1259,137.0,77.0,3
1260,119.0,80.0,3
1261,123.0,68.0,2
1262,112.0,70.0,1
1263,112.0,71.0,1
1264,111.0,75.0,1
1265,113.0,77.0,1
1266,123.0,76.0,2
1267,122.0,77.0,2
1268,121.0,71.0,2
1269,131.0,77.0,3
1270,118.0,81.0,3
1271,117.0,71.0,1
1272,122.0,74.0,2
1273,115.0,72.0,1
1274,138.0,72.0,3
1275,126.0,72.0,2
1276,131.0,73.0,3
1277,114.0,75.0,1
1278,120.0,72.0,2
1279,122.0,72.0,2
1280,121.0,84.0,3
1281,112.0,73.0,1
1282,105.0,69.0,1
1283,128.0,73.0,2
1284,111.0,80.0,3
1285,111.0,69.0,1
1286,129.0,76.0,2
1287,111.0,72.0,1
1288,111.0,79.0,1
1289,132.0,71.0,3
1290,136.0,77.0,3
1291,115.0,69.0,1
1292,122.0,81.0,3
1293,120.0,79.0,2
1294,129.0,75.0,2
1295,113.0,84.0,3
1296,133.0,76.0,3
1297,125.0,75.0,2
1298,120.0,79.0,2
1299,117.0,69.0,1
1300,126.0,81.0,3
1301,123.0,75.0,2
1302,146.0,82.0,4
1303,118.0,77.0,1
1304,130.0,74.0,3
1305,120.0,79.0,2
1306,128.0,76.0,2
1307,122.0,80.0,3
1308,117.0,76.0,1
1309,113.0,72.0,1
1310,134.0,73.0,3
1311,133.0,78.0,3
1312,120.0,72.0,2
1313,114.0,73.0,1
1314,118.0,79.0,1
1315,136.0,76.0,3
1316,128.0,75.0,2
1317,122.0,83.0,3
1318,128.0,68.0,2
1319,116.0,69.0,1
1320,126.0,81.0,3
1321,129.0,74.0,2
1322,124.0,69.0,2
1323,117.0,79.0,1
1324,106.0,83.0,3
1325,126.0,78.0,2
1326,129.0,77.0,2
1327,118.0,67.0,1
1328,133.0,75.0,3
1329,116.0,75.0,1
1330,113.0,78.0,1
1331,127.0,73.0,2
1332,128.0,74.0,2
1333,124.0,80.0,3
1334,132.0,76.0,3
1335,117.0,70.0,1
1336,124.0,72.0,2
1337,134.0,77.0,3
1338,122.0,70.0,2
1339,110.0,74.0,1
1340,114.0,70.0,1
1341,112.0,82.0,3
1342,99.0,71.0,1
1343,130.0,67.0,3
1344,117.0,68.0,1
1345,106.0,81.0,3
1346,103.0,73.0,1
1347,126.0,78.0,2
1348,114.0,77.0,1
1349,130.0,77.0,3
1350,128.0,79.0,2
1351,123.0,70.0,2
1352,112.0,79.0,1
1353,120.0,78.0,2
1354,123.0,80.0,3
1355,125.0,82.0,3
1356,108.0,82.0,3
1357,120.0,79.0,2
1358,129.0,78.0,2
1359,121.0,81.0,3
1360,140.0,78.0,4
1361,121.0,81.0,3
1362,105.0,75.0,1
1363,132.0,75.0,3
1364,111.0,80.0,3
1365,128.0,77.0,2
1366,113.0,80.0,3
1367,111.0,80.0,3
1368,117.0,75.0,1
1369,104.0,73.0,1
1370,128.0,76.0,2
1371,132.0,78.0,3
1372,124.0,75.0,2
1373,108.0,77.0,1
1374,123.0,78.0,2
1375,131.0,81.0,3
1376,96.0,75.0,1
1377,134.0,75.0,3
1378,127.0,68.0,2
1379,130.0,72.0,3
1380,104.0,75.0,1
1381,140.0,77.0,4
1382,126.0,70.0,2
1383,113.0,82.0,3
1384,119.0,72.0,1
1385,118.0,67.0,1
1386,117.0,66.0,1
1387,129.0,70.0,2
1388,118.0,72.0,1
1389,131.0,76.0,3
1390,108.0,71.0,1
1391,129.0,73.0,2
1392,111.0,81.0,3
1393,114.0,72.0,1
1394,124.0,73.0,2
1395,114.0,68.0,1
1396,112.0,73.0,1
1397,107.0,70.0,1
1398,122.0,72.0,2
1399,122.0,78.0,2
1400,125.0,73.0,2
1401,131.0,72.0,3
1402,133.0,72.0,3
1403,114.0,77.0,1
1404,123.0,75.0,2
1405,131.0,78.0,3
1406,116.0,74.0,1
1407,133.0,81.0,3
1408,119.0,70.0,1
1409,113.0,73.0,1
1410,121.0,73.0,2
1411,122.0,71.0,2
1412,117.0,78.0,1
1413,125.0,70.0,2
1414,123.0,69.0,2
1415,117.0,83.0,3
1416,115.0,70.0,1
1417,133.0,81.0,3
1418,118.0,77.0,1
1419,110.0,78.0,1
1420,117.0,73.0,1
1421,132.0,72.0,3
1422,125.0,71.0,2
1423,135.0,75.0,3
1424,121.0,80.0,3
1425,105.0,67.0,1
1426,131.0,78.0,3
1427,113.0,72.0,1
1428,112.0,79.0,1
1429,117.0,76.0,1
1430,136.0,72.0,3
1431,123.0,75.0,2
1432,138.0,70.0,3
1433,104.0,82.0,3
1434,113.0,74.0,1
1435,111.0,76.0,1
1436,127.0,74.0,2
1437,121.0,90.0,4
1438,126.0,74.0,2
1439,131.0,72.0,3
1440,119.0,70.0,1
1441,112.0,74.0,1
1442,118.0,77.0,1
1443,123.0,83.0,3
1444,126.0,67.0,2
1445,102.0,75.0,1
1446,118.0,69.0,1
1447,120.0,76.0,2
1448,106.0,80.0,3
1449,117.0,75.0,1
1450,108.0,78.0,1
1451,114.0,71.0,1
1452,113.0,74.0,1
1453,144.0,77.0,4
1454,122.0,74.0,2
1455,127.0,73.0,2
1456,117.0,72.0,1
1457,102.0,78.0,1
1458,132.0,76.0,3
1459,122.0,77.0,2
1460,132.0,75.0,3
1461,104.0,80.0,3
1462,129.0,79.0,2
1463,105.0,74.0,1
1464,126.0,79.0,2
1465,133.0,73.0,3
1466,114.0,81.0,3
1467,116.0,75.0,1
1468,139.0,72.0,3
1469,113.0,79.0,1
1470,108.0,74.0,1
1471,122.0,68.0,2
1472,109.0,73.0,1
1473,108.0,77.0,1
1474,132.0,76.0,3
1475,124.0,68.0,2
1476,110.0,76.0,1
1477,122.0,74.0,2
1478,129.0,75.0,2
1479,111.0,73.0,1
1480,118.0,75.0,1
1481,128.0,80.0,3
1482,127.0,76.0,2
1483,121.0,74.0,2
1484,123.0,75.0,2
1485,120.0,77.0,2
1486,115.0,73.0,1
1487,111.0,73.0,1
1488,125.0,69.0,2
1489,126.0,73.0,2
1490,108.0,65.0,1
1491,131.0,68.0,3
1492,111.0,78.0,1
1493,121.0,74.0,2
1494,115.0,70.0,1
1495,116.0,72.0,1
1496,121.0,68.0,2
1497,117.0,81.0,3
1498,122.0,74.0,2
1499,104.0,66.0,1
1500,120.0,75.0,2
1501,110.0,72.0,1
1502,105.0,77.0,1
1503,122.0,81.0,3
1504,128.0,72.0,2
1505,133.0,75.0,3
1506,121.0,69.0,2
1507,114.0,83.0,3
1508,111.0,80.0,3
1509,119.0,72.0,1
1510,124.0,74.0,2
1511,124.0,76.0,2
1512,119.0,81.0,3
1513,111.0,67.0,1
1514,131.0,72.0,3
1515,134.0,76.0,3
1516,122.0,77.0,2
1517,104.0,71.0,1
1518,101.0,82.0,3
1519,121.0,72.0,2
1520,111.0,83.0,3
1521,112.0,73.0,1
1522,128.0,74.0,2
1523,131.0,73.0,3
1524,111.0,79.0,1
1525,134.0,71.0,3
1526,119.0,80.0,3
1527,119.0,75.0,1
1528,133.0,77.0,3
1529,128.0,72.0,2
1530,141.0,73.0,4
1531,119.0,72.0,1
1532,117.0,79.0,1
1533,123.0,81.0,3
1534,129.0,70.0,2
1535,109.0,78.0,1
1536,118.0,74.0,1
1537,110.0,74.0,1
1538,121.0,73.0,2
1539,106.0,77.0,1
1540,101.0,84.0,3
1541,134.0,81.0,3
1542,133.0,79.0,3
1543,122.0,80.0,3
1544,122.0,78.0,2
1545,113.0,76.0,1
1546,128.0,77.0,2
1547,118.0,71.0,1
1548,122.0,69.0,2
1549,136.0,74.0,3
1550,125.0,72.0,2
1551,120.0,75.0,2
1552,124.0,77.0,2
1553,135.0,77.0,3
1554,122.0,81.0,3
1555,119.0,78.0,1
1556,116.0,70.0,1
1557,127.0,71.0,2
1558,115.0,78.0,1
1559,133.0,76.0,3
1560,111.0,73.0,1
1561,116.0,77.0,1
1562,109.0,73.0,1
1563,121.0,72.0,2
1564,115.0,71.0,1
1565,122.0,70.0,2
1566,120.0,71.0,2
1567,109.0,75.0,1
1568,143.0,74.0,4
1569,121.0,74.0,2
1570,128.0,77.0,2
1571,117.0,74.0,1
1572,101.0,72.0,1
1573,131.0,73.0,3
1574,134.0,74.0,3
1575,111.0,73.0,1
1576,107.0,70.0,1
1577,106.0,71.0,1
1578,118.0,80.0,3
1579,109.0,70.0,1
1580,134.0,72.0,3
1581,135.0,72.0,3
1582,124.0,74.0,2
1583,114.0,75.0,1
1584,120.0,75.0,2
1585,131.0,69.0,3
1586,113.0,85.0,3
1587,120.0,73.0,2
1588,114.0,73.0,1
1589,128.0,82.0,3
1590,138.0,69.0,3
1591,116.0,74.0,1
1592,122.0,65.0,2
1593,117.0,74.0,1
1594,107.0,74.0,1
1595,118.0,80.0,3
1596,114.0,72.0,1
1597,117.0,71.0,1
1598,113.0,72.0,1
1599,131.0,77.0,3
1600,110.0,71.0,1
1601,146.0,69.0,4
1602,103.0,72.0,1
1603,120.0,77.0,2
1604,131.0,68.0,3
1605,123.0,73.0,2
1606,117.0,70.0,1
1607,110.0,65.0,1
1608,130.0,72.0,3
1609,120.0,66.0,2
1610,132.0,73.0,3
1611,131.0,73.0,3
1612,109.0,78.0,1
1613,118.0,70.0,1
1614,109.0,66.0,1
1615,118.0,74.0,1
1616,122.0,78.0,2
1617,120.0,73.0,2
1618,107.0,71.0,1
1619,128.0,73.0,2
1620,128.0,75.0,2
1621,119.0,72.0,1
1622,111.0,79.0,1
1623,121.0,73.0,2
1624,119.0,76.0,1
1625,125.0,73.0,2
1626,138.0,70.0,3
1627,124.0,81.0,3
1628,138.0,81.0,3
1629,137.0,68.0,3
1630,129.0,74.0,2
1631,113.0,81.0,3
1632,114.0,79.0,1
1633,122.0,70.0,2
1634,116.0,67.0,1
1635,122.0,79.0,2
1636,118.0,76.0,1
1637,107.0,76.0,1
1638,116.0,74.0,1
1639,100.0,77.0,1
1640,129.0,87.0,3
1641,123.0,80.0,3
1642,109.0,72.0,1
1643,147.0,72.0,4
1644,126.0,72.0,2
1645,125.0,74.0,2
1646,104.0,71.0,1
1647,132.0,76.0,3
1648,121.0,76.0,2
1649,118.0,78.0,1
1650,143.0,71.0,4
1651,135.0,80.0,3
1652,123.0,80.0,3
1653,116.0,75.0,1
1654,116.0,71.0,1
1655,110.0,73.0,1
1656,109.0,69.0,1
1657,121.0,66.0,2
1658,115.0,71.0,1
1659,114.0,73.0,1
1660,116.0,71.0,1
1661,115.0,69.0,1
1662,114.0,74.0,1
1663,116.0,82.0,3
1664,125.0,64.0,2
1665,119.0,72.0,1
1666,110.0,76.0,1
1667,121.0,73.0,2
1668,98.0,73.0,1
1669,132.0,71.0,3
1670,126.0,72.0,2
1671,105.0,74.0,1
1672,125.0,76.0,2
1673,119.0,74.0,1
1674,117.0,79.0,1
1675,116.0,79.0,1
1676,128.0,80.0,3
1677,118.0,74.0,1
1678,110.0,81.0,3
1679,117.0,72.0,1
1680,108.0,81.0,3
1681,112.0,78.0,1
1682,133.0,75.0,3
1683,118.0,71.0,1
1684,116.0,80.0,3
1685,122.0,80.0,3
1686,115.0,73.0,1
1687,135.0,77.0,3
1688,120.0,82.0,3
1689,114.0,71.0,1
1690,123.0,80.0,3
1691,120.0,77.0,2
1692,113.0,78.0,1
1693,113.0,81.0,3
1694,115.0,76.0,1
1695,122.0,76.0,2
1696,113.0,71.0,1
1697,94.0,73.0,1
1698,121.0,78.0,2
1699,121.0,68.0,2
1700,125.0,68.0,2
1701,111.0,80.0,3
1702,122.0,79.0,2
1703,118.0,80.0,3
1704,117.0,75.0,1
1705,120.0,78.0,2
1706,122.0,65.0,2
1707,127.0,72.0,2
1708,123.0,75.0,2
1709,109.0,75.0,1
1710,114.0,67.0,1
1711,122.0,69.0,2
1712,117.0,71.0,1
1713,122.0,74.0,2
1714,116.0,77.0,1
1715,105.0,73.0,1
1716,122.0,80.0,3
1717,126.0,80.0,3
1718,123.0,73.0,2
1719,98.0,73.0,1
1720,112.0,73.0,1
1721,125.0,69.0,2
1722,112.0,73.0,1
1723,118.0,82.0,3
1724,114.0,77.0,1
1725,114.0,80.0,3
1726,117.0,72.0,1
1727,123.0,83.0,3
1728,119.0,71.0,1
1729,119.0,75.0,1
1730,117.0,75.0,1
1731,108.0,78.0,1
1732,129.0,75.0,2
1733,122.0,74.0,2
1734,116.0,70.0,1
1735,118.0,77.0,1
1736,110.0,79.0,1
1737,106.0,82.0,3
1738,115.0,79.0,1
1739,115.0,77.0,1
1740,115.0,76.0,1
1741,132.0,70.0,3
1742,116.0,66.0,1
1743,127.0,74.0,2
1744,114.0,75.0,1
1745,121.0,72.0,2
1746,128.0,71.0,2
1747,113.0,76.0,1
1748,119.0,78.0,1
1749,121.0,73.0,2
1750,132.0,81.0,3
1751,125.0,76.0,2
1752,114.0,78.0,1
1753,127.0,73.0,2
1754,122.0,74.0,2
1755,119.0,78.0,1
1756,121.0,81.0,3
1757,113.0,76.0,1
1758,131.0,80.0,3
1759,134.0,78.0,3
1760,121.0,78.0,2
1761,113.0,74.0,1
1762,123.0,74.0,2
1763,90.0,69.0,1
1764,117.0,74.0,1
1765,120.0,73.0,2
1766,118.0,74.0,1
1767,121.0,82.0,3
1768,123.0,78.0,2
1769,118.0,76.0,1
1770,120.0,72.0,2
1771,124.0,71.0,2
1772,118.0,72.0,1
1773,125.0,70.0,2
1774,111.0,67.0,1
1775,129.0,72.0,2
1776,107.0,73.0,1
1777,126.0,85.0,3
1778,117.0,74.0,1
1779,116.0,76.0,1
1780,133.0,77.0,3
1781,126.0,68.0,2
1782,113.0,77.0,1
1783,124.0,79.0,2
1784,121.0,74.0,2
1785,134.0,75.0,3
1786,136.0,82.0,3
1787,113.0,74.0,1
1788,113.0,76.0,1
1789,111.0,77.0,1
1790,116.0,73.0,1
1791,135.0,68.0,3
1792,116.0,74.0,1
1793,117.0,79.0,1
1794,110.0,78.0,1
1795,115.0,78.0,1
1796,129.0,71.0,2
1797,124.0,70.0,2
1798,113.0,75.0,1
1799,108.0,70.0,1
1800,122.0,74.0,2
1801,102.0,77.0,1
1802,127.0,74.0,2
1803,126.0,81.0,3
1804,116.0,74.0,1
1805,114.0,73.0,1
1806,102.0,75.0,1
1807,117.0,77.0,1
1808,115.0,67.0,1
1809,119.0,82.0,3
1810,113.0,71.0,1
1811,108.0,77.0,1
1812,124.0,78.0,2
1813,113.0,74.0,1
1814,113.0,64.0,1
1815,123.0,77.0,2
1816,119.0,74.0,1
1817,144.0,72.0,4
1818,109.0,85.0,3
1819,116.0,76.0,1
1820,122.0,73.0,2
1821,108.0,76.0,1
1822,122.0,70.0,2
1823,125.0,78.0,2
1824,104.0,76.0,1
1825,123.0,73.0,2
1826,122.0,80.0,3
1827,121.0,77.0,2
1828,135.0,74.0,3
1829,123.0,78.0,2
1830,108.0,73.0,1
1831,112.0,69.0,1
1832,124.0,72.0,2
1833,131.0,72.0,3
1834,109.0,71.0,1
1835,121.0,81.0,3
1836,101.0,74.0,1
1837,118.0,78.0,1
1838,114.0,79.0,1
1839,120.0,77.0,2
1840,110.0,75.0,1
1841,114.0,75.0,1
1842,123.0,71.0,2
1843,132.0,75.0,3
1844,120.0,73.0,2
1845,132.0,70.0,3
1846,131.0,78.0,3
1847,140.0,76.0,4
1848,125.0,78.0,2
1849,127.0,81.0,3
1850,124.0,80.0,3
1851,123.0,77.0,2
1852,133.0,67.0,3
1853,124.0,76.0,2
1854,114.0,76.0,1
1855,126.0,81.0,3
1856,115.0,71.0,1
1857,122.0,72.0,2
1858,113.0,79.0,1
1859,121.0,77.0,2
1860,95.0,73.0,1
1861,137.0,73.0,3
1862,121.0,78.0,2
1863,136.0,73.0,3
1864,120.0,72.0,2
1865,117.0,76.0,1
1866,122.0,77.0,2
1867,114.0,72.0,1
1868,107.0,73.0,1
1869,119.0,80.0,3
1870,129.0,80.0,3
1871,122.0,74.0,2
1872,117.0,81.0,3
1873,128.0,79.0,2
1874,132.0,69.0,3
1875,102.0,78.0,1
1876,131.0,78.0,3
1877,134.0,70.0,3
1878,111.0,74.0,1
1879,111.0,80.0,3
1880,112.0,81.0,3
1881,124.0,78.0,2
1882,139.0,79.0,3
1883,115.0,75.0,1
1884,116.0,78.0,1
1885,119.0,76.0,1
1886,124.0,73.0,2
1887,115.0,78.0,1
1888,116.0,77.0,1
1889,125.0,77.0,2
1890,113.0,83.0,3
1891,135.0,79.0,3
1892,113.0,77.0,1
1893,92.0,77.0,1
1894,126.0,79.0,2
1895,119.0,73.0,1
1896,109.0,76.0,1
1897,135.0,74.0,3
1898,116.0,76.0,1
1899,119.0,80.0,3
1900,137.0,70.0,3
1901,128.0,77.0,2
1902,115.0,72.0,1
1903,120.0,71.0,2
1904,125.0,73.0,2
1905,110.0,75.0,1
1906,111.0,72.0,1
1907,115.0,80.0,3
1908,124.0,69.0,2
1909,118.0,79.0,1
1910,129.0,74.0,2
1911,120.0,72.0,2
1912,130.0,70.0,3
1913,122.0,78.0,2
1914,113.0,72.0,1
1915,106.0,71.0,1
1916,128.0,74.0,2
1917,119.0,78.0,1
1918,109.0,75.0,1
1919,109.0,81.0,3
1920,109.0,78.0,1
1921,124.0,69.0,2
1922,120.0,67.0,2
1923,115.0,73.0,1
1924,129.0,77.0,2
1925,113.0,76.0,1
1926,103.0,69.0,1
1927,133.0,78.0,3
1928,120.0,78.0,2
1929,122.0,78.0,2
1930,113.0,71.0,1
1931,118.0,83.0,3
1932,122.0,79.0,2
1933,107.0,72.0,1
1934,112.0,78.0,1
1935,104.0,77.0,1
1936,119.0,80.0,3
1937,117.0,76.0,1
1938,131.0,79.0,3
1939,119.0,73.0,1
1940,102.0,83.0,3
1941,123.0,71.0,2
1942,114.0,82.0,3
1943,115.0,71.0,1
1944,128.0,80.0,3
1945,121.0,83.0,3
1946,116.0,82.0,3
1947,116.0,73.0,1
1948,130.0,74.0,3
1949,127.0,72.0,2
1950,116.0,70.0,1
1951,127.0,75.0,2
1952,100.0,73.0,1
1953,105.0,86.0,3
1954,110.0,75.0,1
1955,112.0,81.0,3
1956,108.0,80.0,3
1957,127.0,65.0,2
1958,111.0,77.0,1
1959,118.0,70.0,1
1960,127.0,81.0,3
1961,116.0,77.0,1
1962,116.0,74.0,1
1963,128.0,68.0,2
1964,118.0,77.0,1
1965,113.0,78.0,1
1966,122.0,77.0,2
1967,113.0,78.0,1
1968,122.0,75.0,2
1969,117.0,72.0,1
1970,129.0,84.0,3
1971,125.0,72.0,2
1972,116.0,75.0,1
1973,113.0,70.0,1
1974,114.0,81.0,3
1975,102.0,77.0,1
1976,135.0,81.0,3
1977,117.0,83.0,3
1978,123.0,71.0,2
1979,127.0,76.0,2
1980,112.0,79.0,1
1981,133.0,78.0,3
1982,107.0,71.0,1
1983,127.0,72.0,2
1984,136.0,78.0,3
1985,106.0,76.0,1
1986,129.0,75.0,2
1987,117.0,71.0,1
1988,116.0,78.0,1
1989,104.0,77.0,1
1990,121.0,71.0,2
1991,100.0,74.0,1
1992,119.0,70.0,1
1993,129.0,80.0,3
1994,118.0,75.0,1
1995,107.0,75.0,1
1996,113.0,71.0,1
1997,126.0,74.0,2
1998,106.0,71.0,1
1999,110.0,71.0,1
2000,124.0,75.0,2
2001,118.0,77.0,1
2002,128.0,80.0,3
2003,118.0,73.0,1
2004,124.0,79.0,2
2005,119.0,81.0,3
2006,130.0,75.0,3
2007,116.0,74.0,1
2008,140.0,75.0,4
2009,120.0,78.0,2
2010,117.0,76.0,1
2011,127.0,70.0,2
2012,111.0,72.0,1
2013,128.0,73.0,2
2014,116.0,80.0,3
2015,117.0,74.0,1
2016,129.0,79.0,2
2017,114.0,77.0,1
2018,125.0,73.0,2
2019,124.0,75.0,2
2020,106.0,80.0,3
2021,103.0,71.0,1
2022,108.0,78.0,1
2023,128.0,79.0,2
2024,106.0,77.0,1
2025,121.0,78.0,2
2026,135.0,76.0,3
2027,124.0,74.0,2
2028,104.0,78.0,1
2029,127.0,73.0,2
2030,114.0,71.0,1
2031,123.0,77.0,2
2032,113.0,72.0,1
2033,136.0,70.0,3
2034,109.0,80.0,3
2035,111.0,73.0,1
2036,132.0,75.0,3
2037,107.0,69.0,1
2038,116.0,71.0,1
2039,114.0,71.0,1
2040,108.0,77.0,1
2041,125.0,67.0,2
2042,123.0,68.0,2
2043,121.0,75.0,2
2044,127.0,73.0,2
2045,113.0,76.0,1
2046,114.0,81.0,3
2047,104.0,74.0,1
2048,120.0,70.0,2
2049,107.0,86.0,3
2050,115.0,80.0,3
2051,129.0,73.0,2
2052,109.0,78.0,1
2053,114.0,74.0,1
2054,125.0,77.0,2
2055,119.0,78.0,1
2056,124.0,78.0,2
2057,124.0,75.0,2
2058,108.0,72.0,1
2059,118.0,76.0,1
2060,108.0,68.0,1
2061,116.0,75.0,1
2062,125.0,76.0,2
2063,123.0,76.0,2
2064,124.0,72.0,2
2065,127.0,82.0,3
2066,113.0,74.0,1
2067,116.0,70.0,1
2068,127.0,67.0,2
2069,124.0,80.0,3
2070,129.0,73.0,2
2071,105.0,74.0,1
2072,122.0,84.0,3
2073,130.0,76.0,3
2074,123.0,73.0,2
2075,128.0,73.0,2
2076,103.0,76.0,1
2077,130.0,70.0,3
2078,119.0,70.0,1
2079,123.0,78.0,2
2080,123.0,74.0,2
2081,127.0,71.0,2
2082,119.0,79.0,1
2083,118.0,75.0,1
2084,113.0,76.0,1
2085,130.0,72.0,3
2086,123.0,74.0,2
2087,133.0,73.0,3
2088,117.0,78.0,1
2089,116.0,76.0,1
2090,122.0,75.0,2
2091,133.0,74.0,3
2092,124.0,77.0,2
2093,122.0,73.0,2
2094,108.0,76.0,1
2095,111.0,79.0,1
2096,113.0,71.0,1
2097,118.0,80.0,3
2098,110.0,80.0,3
2099,123.0,87.0,3
2100,107.0,76.0,1
2101,108.0,79.0,1
2102,126.0,77.0,2
2103,113.0,77.0,1
2104,110.0,70.0,1
2105,115.0,72.0,1
2106,122.0,76.0,2
2107,121.0,70.0,2
2108,107.0,74.0,1
2109,124.0,75.0,2
2110,132.0,75.0,3
2111,107.0,66.0,1
2112,130.0,70.0,3
2113,122.0,74.0,2
2114,113.0,72.0,1
2115,125.0,65.0,2
2116,122.0,71.0,2
2117,111.0,78.0,1
2118,123.0,68.0,2
2119,123.0,78.0,2
2120,130.0,82.0,3
2121,121.0,75.0,2
2122,128.0,72.0,2
2123,122.0,77.0,2
2124,138.0,75.0,3
2125,128.0,80.0,3
2126,143.0,76.0,4
2127,121.0,74.0,2
2128,122.0,77.0,2
2129,128.0,80.0,3
2130,111.0,79.0,1
2131,130.0,74.0,3
2132,129.0,74.0,2
2133,118.0,73.0,1
2134,126.0,76.0,2
2135,135.0,76.0,3
2136,118.0,73.0,1
2137,126.0,69.0,2
2138,110.0,74.0,1
2139,104.0,73.0,1
2140,120.0,69.0,2
2141,129.0,75.0,2
2142,131.0,73.0,3
2143,105.0,75.0,1
2144,116.0,77.0,1
2145,143.0,80.0,4
2146,117.0,71.0,1
2147,132.0,76.0,3
2148,122.0,78.0,2
2149,112.0,69.0,1
2150,122.0,73.0,2
2151,119.0,75.0,1
2152,118.0,76.0,1
2153,113.0,77.0,1
2154,121.0,69.0,2
2155,107.0,73.0,1
2156,116.0,71.0,1
2157,109.0,73.0,1
2158,120.0,73.0,2
2159,133.0,84.0,3
2160,101.0,73.0,1
2161,132.0,78.0,3
2162,134.0,70.0,3
2163,127.0,69.0,2
2164,114.0,80.0,3
2165,100.0,69.0,1
2166,128.0,77.0,2
2167,112.0,78.0,1
2168,107.0,74.0,1
2169,124.0,75.0,2
2170,134.0,76.0,3
2171,113.0,78.0,1
2172,108.0,74.0,1
2173,117.0,77.0,1
2174,117.0,71.0,1
2175,132.0,80.0,3
2176,119.0,72.0,1
2177,123.0,71.0,2
2178,123.0,84.0,3
2179,130.0,73.0,3
2180,117.0,70.0,1
2181,123.0,81.0,3
2182,107.0,71.0,1
2183,121.0,74.0,2
2184,119.0,78.0,1
2185,117.0,83.0,3
2186,135.0,78.0,3
2187,125.0,79.0,2
2188,115.0,75.0,1
2189,108.0,74.0,1
2190,121.0,77.0,2
2191,129.0,78.0,2
2192,121.0,79.0,2
2193,102.0,76.0,1
2194,101.0,82.0,3
2195,101.0,76.0,1
2196,115.0,75.0,1
2197,127.0,73.0,2
2198,107.0,77.0,1
2199,139.0,72.0,3
2200,105.0,81.0,3
2201,120.0,81.0,3
2202,120.0,74.0,2
2203,105.0,78.0,1
2204,124.0,78.0,2
2205,108.0,76.0,1
2206,103.0,80.0,3
2207,135.0,79.0,3
2208,134.0,76.0,3
2209,136.0,76.0,3
2210,123.0,76.0,2
2211,123.0,73.0,2
2212,116.0,70.0,1
2213,116.0,75.0,1
2214,106.0,82.0,3
2215,120.0,76.0,2
2216,117.0,83.0,3
2217,112.0,77.0,1
2218,112.0,80.0,3
2219,123.0,72.0,2
2220,108.0,70.0,1
2221,118.0,74.0,1
2222,129.0,72.0,2
2223,122.0,77.0,2
2224,104.0,79.0,1
2225,128.0,74.0,2
